fasfasf
Time Stamp,UV Index (0-4),Brightness(lux),Air Temperature,Air Pressure(hPa)
00:25:02,0,0,32.025,1017.795
00:25:02,0,0,32.025,1017.795
00:25:03,0,0,32.025,1017.795
00:25:03,0,0,32.020833333333336,1017.809
00:25:03,0,0,32.020833333333336,1017.809
00:25:04,0,0,32.020833333333336,1017.809
00:25:04,0,0,32.02291666666667,1017.796
00:25:04,0,0,32.02291666666667,1017.796
00:25:05,0,0,32.02291666666667,1017.796
00:25:05,0,0,32.02708333333334,1017.819
00:25:05,0,0,32.02708333333334,1017.819
00:25:06,0,0,32.02708333333334,1017.819
00:25:06,0,0,32.02708333333334,1017.794
00:25:06,0,0,32.02708333333334,1017.794
00:25:07,0,0,32.02708333333334,1017.794
00:25:07,0,0,32.02708333333334,1017.794
00:25:07,0,0,32.02708333333334,1017.794
00:25:08,0,0,32.02708333333334,1017.794
00:25:08,0,0,32.03125,1017.821
00:25:08,0,0,32.03125,1017.821
00:25:09,0,0,32.03125,1017.821
00:25:09,0,0,32.03333333333333,1017.839
00:25:09,0,0,32.03333333333333,1017.839
00:25:10,0,0,32.03333333333333,1017.839
00:25:10,0,0,32.03333333333333,1017.770
